"Sp","Betacov.2021","R.Alb.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","Rank.2020","PropRank.2020","InSample.2020"
"Typhlomys cinereus",0,0.280981887511916,1179,0.280981887511916,0,0,0.263584366062917,1106,0.263584366062917,0
"Zelotomys hildegardeae",0,0.280981887511916,1179,0.280981887511916,0,0,0.270495710200191,1135,0.270495710200191,0
"Rhizomys sinensis",0,0.281458531935176,1181,0.281458531935176,0,0,0.265252621544328,1113,0.265252621544328,0
"Helogale parvula",0,0.281816015252622,1182.5,0.281816015252622,0,0,0.291825548141087,1224.5,0.291825548141087,0
"Oreotragus oreotragus",0,0.281816015252622,1182.5,0.281816015252622,0,0,0.277407054337464,1164,0.277407054337464,0
"Echinosorex gymnura",0,0.282292659675882,1184.5,0.282292659675882,0,0,0.312082936129647,1309.5,0.312082936129647,0
"Canis latrans",0,0.440181124880839,469.5,0.282488015846109,1,0,0.488560533841754,498.1,0.276764416653777,1
"Hippopotamus amphibius",0,0.282650142993327,1186,0.282650142993327,0,0,0.302669208770257,1270,0.302669208770257,0
"Genetta servalina",0,0.283603431839847,1190,0.283603431839847,0,0,0.301477597712107,1265,0.301477597712107,0
"Nycticebus bengalensis",0,0.283603431839847,1190,0.283603431839847,0,0,0.301000953288847,1263,0.301000953288847,0
"Rattus annandalei",0,0.284080076263108,1192,0.284080076263108,0,0,0.266563393708294,1118.5,0.266563393708294,0
"Chiropodomys pusillus",0,0.284318398474738,1193,0.284318398474738,0,0,0.271687321258341,1140,0.271687321258341,0
"Mustela erminea",0,0.284556720686368,1194,0.284556720686368,0,0,0.266563393708294,1118.5,0.266563393708294,0
"Apodemus witherbyi",0,0.284795042897998,1195,0.284795042897998,0,0,0.267874165872259,1124,0.267874165872259,0
"Leopoldamys ciliatus",0,0.285152526215443,1196.5,0.285152526215443,0,0,0.277764537654909,1165.5,0.277764537654909,0
"Cannomys badius",0,0.285510009532888,1198,0.285510009532888,0,0,0.28932316491897,1214,0.28932316491897,0
"Pipistrellus hesperidus",1,0.034556720686368,229.25,0.285870438716472,1,1,0.0352716873212583,270.125,0.347476905251135,1
"Crocidura suaveolens",0,0.285986653956149,1200,0.285986653956149,0,0,0.274666348903718,1152.5,0.274666348903718,0
"Kobus kob",0,0.286463298379409,1202,0.286463298379409,0,0,0.313036224976168,1313.5,0.313036224976168,0
"Leopoldamys neilli",0,0.286463298379409,1202,0.286463298379409,0,0,0.28932316491897,1214,0.28932316491897,0
"Carollia sowelli",1,NA,191,0.286605374232617,1,NA,NA,NA,NA,NA
"Rhinolophus creaghi",1,0.0722116301239275,262.5,0.286699001240697,1,1,0.0626787416587226,278.375,0.325455429398881,1
"Megaerops niphanae",1,0.00691134413727359,206,0.28685744622755,1,1,0.0117969494756911,232,0.322594136282701,1
"Microtus fortis",0,0.287059103908484,1204.5,0.287059103908484,0,0,0.264299332697807,1109,0.264299332697807,0
"Eptesicus nilssonii",1,0.0502859866539562,244,0.287398909054523,1,1,0.0393231649189704,268.125,0.339686957749154,1
"Chodsigoa parca",0,0.28765490943756,1207,0.28765490943756,0,0,0.293732125834128,1232.5,0.293732125834128,0
"Hylomyscus alleni",0,0.28765490943756,1207,0.28765490943756,0,0,0.292302192564347,1226.5,0.292302192564347,0
"Mus macedonicus",0,0.28765490943756,1207,0.28765490943756,0,0,0.263226882745472,1104.5,0.263226882745472,0
"Rousettus amplexicaudatus",1,0.00214489990467112,117,0.287796993138927,1,1,0.0059580552907531,126.9,0.299778482842361,1
"Dremomys rufigenis",0,0.28813155386082,1209,0.28813155386082,0,0,0.296472831267874,1244,0.296472831267874,0
"Macaca assamensis",0,0.28836987607245,1210,0.28836987607245,0,0,0.286224976167779,1201,0.286224976167779,0
"Hipposideros caffer",1,0.0660152526215443,162.6,0.28841440086,1,1,0.0681601525262154,176.9,0.308072548149856,1
"Pelomys fallax",0,0.28860819828408,1211,0.28860819828408,0,0,0.279909437559581,1174.5,0.279909437559581,0
"Pipistrellus subflavus",0,0.0861534795042898,221.3,0.289416938013159,1,0,0.0891325071496663,208.9,0.273018305104664,1
"Lenothrix canus",0,0.289918970448046,1216.5,0.289918970448046,0,0,0.279909437559581,1174.5,0.279909437559581,0
"Muntiacus atherodes",0,0.289918970448046,1216.5,0.289918970448046,0,0,0.307793136320305,1291.5,0.307793136320305,0
"Felis catus",0,NA,165,0.290130857196244,1,0,NA,143,0.261877988053213,1
"Arvicanthis niloticus",0,0.282292659675882,365.8,0.290425540098113,1,0,0.267874165872259,340.7,0.271782072637343,1
"Bdeogale nigripes",0,0.290633937082936,1219.5,0.290633937082936,0,0,0.340085795996187,1427,0.340085795996187,0
"Muntiacus feae",0,0.290633937082936,1219.5,0.290633937082936,0,0,0.338298379408961,1419.5,0.338298379408961,0
"Cynopterus horsfieldii",1,0.0142993326978074,215.25,0.290764882928123,1,1,0.0200190657769304,240.125,0.323945440005898,1
"Macaca fascicularis",0,0.283007626310772,370.9,0.290965433045274,1,0,0.31780266920877,383.3,0.276510770030387,1
"Lemniscomys zebra",0,0.291229742612011,1222,0.291229742612011,0,0,0.288727359389895,1211.5,0.288727359389895,0
"Nesokia indica",0,0.291229742612011,1222,0.291229742612011,0,0,0.276096282173499,1158.5,0.276096282173499,0
"Uropsilus gracilis",0,0.291229742612011,1222,0.291229742612011,0,0,0.283126787416587,1188,0.283126787416587,0
"Mephitis mephitis",0,0.55815061963775,557.9,0.291545593779689,1,0,0.550047664442326,542.3,0.278639307562624,1
"Aethomys hindei",0,0.291825548141087,1224.5,0.291825548141087,0,0,0.282650142993327,1186,0.282650142993327,0
"Lemniscomys macculus",0,0.291825548141087,1224.5,0.291825548141087,0,0,0.282888465204957,1187,0.282888465204957,0
"Microtus agrestis",0,0.327097235462345,401.4,0.292004865430764,1,0,0.29730695900858,358.4,0.262745290481904,1
"Crocidura shantungensis",0,0.292183031458532,1226,0.292183031458532,0,0,0.285152526215443,1196.5,0.285152526215443,0
"Mus terricolor",0,0.292778836987607,1228.5,0.292778836987607,0,0,0.275619637750238,1156.5,0.275619637750238,0
"Stochomys longicaudatus",0,0.292778836987607,1228.5,0.292778836987607,0,0,0.290038131553861,1217,0.290038131553861,0
"Genetta victoriae",0,0.293255481410867,1230.5,0.293255481410867,0,0,0.325548141086749,1366,0.325548141086749,0
"Suncus megalura",0,0.293255481410867,1230.5,0.293255481410867,0,0,0.331625357483317,1391.5,0.331625357483317,0
"Hemiechinus auritus",0,0.293732125834128,1232.5,0.293732125834128,0,0,0.28789323164919,1208,0.28789323164919,0
"Poiana richardsonii",0,0.294327931363203,1235,0.294327931363203,0,0,0.355338417540515,1491,0.355338417540515,0
"Pipistrellus pygmaeus",1,0.044208770257388,243.875,0.294464769790545,1,1,0.0367016205910391,253.875,0.32283438856858,1
"Dologale dybowskii",0,0.294566253574833,1236,0.294566253574833,0,0,0.319351763584366,1340,0.319351763584366,0
"Blarinella griselda",0,0.294923736892278,1237.5,0.294923736892278,0,0,0.295281220209724,1239,0.295281220209724,0
"Talpa europaea",0,0.294923736892278,1237.5,0.294923736892278,0,0,0.290753098188751,1220,0.290753098188751,0
"Crossarchus alexandri",0,0.295519542421354,1240,0.295519542421354,0,0,0.316968541468065,1330,0.316968541468065,0
"Neomys fodiens",0,0.295519542421354,1240,0.295519542421354,0,0,0.285152526215443,1196.5,0.285152526215443,0
"Pithecheir parvus",0,0.296115347950429,1242.5,0.296115347950429,0,0,0.28932316491897,1214,0.28932316491897,0
"Vulpes bengalensis",0,0.296115347950429,1242.5,0.296115347950429,0,0,0.29873689227836,1253.5,0.29873689227836,0
"Menetes berdmorei",0,0.296591992373689,1244.5,0.296591992373689,0,0,0.329361296472831,1382,0.329361296472831,0
"Hipposideros bicolor",0,0.0598188751191611,208.5,0.296916263235712,1,0,0.0817445185891325,206.2,0.276470284857346,1
"Genetta pardina",0,0.29706863679695,1246.5,0.29706863679695,0,0,0.362368922783603,1520.5,0.362368922783603,0
"Golunda ellioti",0,0.29706863679695,1246.5,0.29706863679695,0,0,0.283603431839847,1190,0.283603431839847,0
"Herpestes naso",0,0.297426120114395,1248,0.297426120114395,0,0,0.359032411820782,1506.5,0.359032411820782,0
"Hylopetes alboniger",0,0.29778360343184,1249.5,0.29778360343184,0,0,0.29873689227836,1253.5,0.29873689227836,0
"Hybomys univittatus",0,0.29778360343184,1249.5,0.29778360343184,0,0,0.295996186844614,1242,0.295996186844614,0
"Artibeus cinereus",0,0.160271687321258,279.3,0.29848039326081,1,0,0.157888465204957,261.9,0.280149778405863,1
"Capricornis sumatraensis",0,0.29873689227836,1253.5,0.29873689227836,0,0,0.33710676835081,1414.5,0.33710676835081,0
"Lepus peguensis",0,0.29873689227836,1253.5,0.29873689227836,0,0,0.322807435653003,1354.5,0.322807435653003,0
"Tamiops maritimus",0,0.29873689227836,1253.5,0.29873689227836,0,0,0.29730695900858,1247.5,0.29730695900858,0
"Vernaya fulva",0,0.29873689227836,1253.5,0.29873689227836,0,0,0.267040038131554,1120.5,0.267040038131554,0
"Urocyon cinereoargenteus",0,0.3465204957102,416.7,0.299157765228671,1,0,0.382983794089609,432.5,0.288043434900532,1
"Syncerus caffer",0,0.265490943755958,436.625,0.299258184278365,1,0,0.285152526215443,444,0.288816456484997,1
"Niviventer niviventer",0,0.299451858913251,1256.5,0.299451858913251,0,0,0.282411820781697,1185,0.282411820781697,0
"Vulpes pallida",0,0.299451858913251,1256.5,0.299451858913251,0,0,0.302073403241182,1267.5,0.302073403241182,0
"Crocidura fuscomurina",0,0.300047664442326,1259,0.300047664442326,0,0,0.343064823641563,1439.5,0.343064823641563,0
"Microtus subterraneus",0,0.300047664442326,1259,0.300047664442326,0,0,0.276453765490944,1160,0.276453765490944,0
"Grammomys dolichurus",0,0.300643469971401,1261.5,0.300643469971401,0,0,0.28789323164919,1208,0.28789323164919,0
"Hylomyscus aeta",0,0.300643469971401,1261.5,0.300643469971401,0,0,0.290753098188751,1220,0.290753098188751,0
"Megaerops ecaudatus",1,0.0300285986653956,253.833333333333,0.300823257344165,1,0,0.0328884652049571,138,0.0328884652049571,0
"Arvicanthis rufinus",0,0.301358436606292,1264.5,0.301358436606292,0,0,0.306363203050524,1285.5,0.306363203050524,0
"Crocidura poensis",0,0.301358436606292,1264.5,0.301358436606292,0,0,0.344256434699714,1444.5,0.344256434699714,0
"Mus saxicola",0,0.301358436606292,1264.5,0.301358436606292,0,0,0.276096282173499,1158.5,0.276096282173499,0
"Vulpes cana",0,0.301358436606292,1264.5,0.301358436606292,0,0,0.290038131553861,1217,0.290038131553861,0
"Mus cervicolor",1,0.272521448999047,452.625,0.302180216500054,1,1,0.264656816015253,459.5,0.327073850072105,1
"Crocidura leucodon",0,0.302192564346997,1268,0.302192564346997,0,0,0.298141086749285,1251,0.298141086749285,0
"Hyemoschus aquaticus",0,0.302192564346997,1268,0.302192564346997,0,0,0.39454242135367,1655.5,0.39454242135367,0
"Hylopetes spadiceus",0,0.302192564346997,1268,0.302192564346997,0,0,0.357721639656816,1501,0.357721639656816,0
"Rhinolophus stheno",1,0.00834127740705434,130.6,0.302833440400202,1,0,0.00667302192564347,301.8,0.588940238187946,1
"Crocidura russula",0,0.302907530981887,1271,0.302907530981887,0,0,0.294447092469018,1235.5,0.294447092469018,0
"Epomops buettikoferi",1,0.0387273593898951,265.666666666667,0.303264968794456,1,0,0.0359866539561487,151,0.0359866539561487,0
"Macaca leonina",0,0.303265014299333,1272.5,0.303265014299333,0,0,0.32769304099142,1375,0.32769304099142,0
"Praomys daltoni",0,0.303265014299333,1272.5,0.303265014299333,0,0,0.303503336510963,1273.5,0.303503336510963,0
"Berylmys manipulus",0,0.303622497616778,1274,0.303622497616778,0,0,0.280981887511916,1179,0.280981887511916,0
"Neotetracus sinensis",0,0.304218303145853,1276.5,0.304218303145853,0,0,0.311129647283127,1305.5,0.311129647283127,0
"Philantomba maxwellii",0,0.304218303145853,1276.5,0.304218303145853,0,0,0.362368922783603,1520.5,0.362368922783603,0
"Pipistrellus nathusii",1,0.0233555767397521,142.4,0.304755864927047,1,1,0.0182316491897045,139.4,0.307165377704476,1
"Praomys tullbergi",0,0.304814108674929,1279,0.304814108674929,0,0,0.315776930409914,1325,0.315776930409914,0
"Rhinolophus clivosus",1,0.0402764537654909,154.4,0.30509959655101,1,1,0.0271687321258341,163.6,0.332473921052265,1
"Rhinolophus shameli",1,0.0219256434699714,141.8,0.30527558833806,1,0,0.0247855100095329,318,0.593971186508949,1
"Mus triton",0,0.305409914204004,1281.5,0.305409914204004,0,0,0.285152526215443,1196.5,0.285152526215443,0
"Mormoops megalophylla",0,0.165157292659676,287.8,0.30550147037245,1,0,0.164561487130601,276.3,0.293878748988175,1
"Crocidura monticola",0,0.305886558627264,1283.5,0.305886558627264,0,0,0.339370829361296,1424,0.339370829361296,0
"Myomyscus brockmani",0,0.305886558627264,1283.5,0.305886558627264,0,0,0.29873689227836,1253.5,0.29873689227836,0
"Megaerops kusnotoi",1,0.0928265014299333,294.375,0.305932389396869,1,0,0.0773355576739752,324.5,0.0773355576739752,0
"Niviventer fraternus",0,0.306363203050524,1285.5,0.306363203050524,0,0,0.29730695900858,1247.5,0.29730695900858,0
"Parascaptor leucura",0,0.306363203050524,1285.5,0.306363203050524,0,0,0.307793136320305,1291.5,0.307793136320305,0
"Eothenomys miletus",0,0.306839847473785,1287.5,0.306839847473785,0,0,0.278360343183985,1168,0.278360343183985,0
"Mus mahomet",0,0.306839847473785,1287.5,0.306839847473785,0,0,0.278360343183985,1168,0.278360343183985,0
"Mus tenellus",0,0.307316491897045,1289.5,0.307316491897045,0,0,0.285152526215443,1196.5,0.285152526215443,0
"Sorex minutus",0,0.307316491897045,1289.5,0.307316491897045,0,0,0.29873689227836,1253.5,0.29873689227836,0
"Cephalophus niger",0,0.30791229742612,1292,0.30791229742612,0,0,0.37571496663489,1576.5,0.37571496663489,0
"Crocidura parvipes",0,0.30838894184938,1294,0.30838894184938,0,0,0.373927550047664,1569,0.373927550047664,0
"Mungos gambianus",0,0.30838894184938,1294,0.30838894184938,0,0,0.396448999046711,1663.5,0.396448999046711,0
"Trachypithecus phayrei",0,0.30838894184938,1294,0.30838894184938,0,0,0.320543374642517,1345,0.320543374642517,0
"Myotis dasycneme",1,0.0459961868446139,160.8,0.308459811123843,1,1,0.0388465204957102,159.1,0.314668633655818,1
"Tapirus indicus",0,0.308865586272641,1296,0.308865586272641,0,0,0.412535748331745,1731,0.412535748331745,0
"Myotis pequinius",1,0.0613679694947569,269.375,0.309056767402085,1,0,0.0493326978074357,207,0.0493326978074357,0
"Rucervus eldii",0,0.309342230695901,1298,0.309342230695901,0,0,0.39454242135367,1655.5,0.39454242135367,0
"Tscherskia triton",0,0.309342230695901,1298,0.309342230695901,0,0,0.283603431839847,1190,0.283603431839847,0
"Acomys cineraceus",0,0.310057197330791,1301,0.310057197330791,0,0,0.291348903717827,1222.5,0.291348903717827,0
"Apodemus ponticus",0,0.310057197330791,1301,0.310057197330791,0,0,0.290038131553861,1217,0.290038131553861,0
"Mylomys dybowskii",0,0.310057197330791,1301,0.310057197330791,0,0,0.307078169685415,1288.5,0.307078169685415,0
"Crocidura malayana",0,0.310653002859867,1303.5,0.310653002859867,0,0,0.388822688274547,1631.5,0.388822688274547,0
"Hystrix cristata",0,0.310653002859867,1303.5,0.310653002859867,0,0,0.330076263107722,1385,0.330076263107722,0
"Vulpes velox",0,0.544804575786463,565.6,0.310719532688151,1,0,0.542183031458532,552.3,0.295993671647223,1
"Episoriculus macrurus",0,0.311010486177312,1305,0.311010486177312,0,0,0.313870352716873,1317,0.313870352716873,0
"Thallomys paedulcus",0,0.311248808388942,1306,0.311248808388942,0,0,0.28789323164919,1208,0.28789323164919,0
"Dasymys rufulus",0,0.311844613918017,1308.5,0.311844613918017,0,0,0.324714013346044,1362.5,0.324714013346044,0
"Melursus ursinus",0,0.311844613918017,1308.5,0.311844613918017,0,0,0.325548141086749,1366,0.325548141086749,0
"Neomys anomalus",0,0.311844613918017,1308.5,0.311844613918017,0,0,0.303503336510963,1273.5,0.303503336510963,0
"Niviventer rapit",0,0.311844613918017,1308.5,0.311844613918017,0,0,0.293732125834128,1232.5,0.293732125834128,0
"Chiropodomys muroides",0,0.312678741658723,1312,0.312678741658723,0,0,0.29730695900858,1247.5,0.29730695900858,0
"Crocidura turba",0,0.312678741658723,1312,0.312678741658723,0,0,0.363560533841754,1525.5,0.363560533841754,0
"Sundamys infraluteus",0,0.312678741658723,1312,0.312678741658723,0,0,0.29730695900858,1247.5,0.29730695900858,0
"Dremomys pernyi",0,0.313155386081983,1314,0.313155386081983,0,0,0.30862726406101,1295,0.30862726406101,0
"Nyctalus noctula",1,0.0434938036224976,162.5,0.3131791146992,1,1,0.0302669208770257,150.7,0.311262572887011,1
"Ptenochirus jagori",1,0.059580552907531,271,0.313417605562971,1,1,0.0700667302192564,297.125,0.342795384285493,1
"Crocidura hildegardeae",0,0.313512869399428,1315.5,0.313512869399428,0,0,0.363560533841754,1525.5,0.363560533841754,0
"Maxomys baeodon",0,0.313989513822688,1317.5,0.313989513822688,0,0,0.294447092469018,1235.5,0.294447092469018,0
"Cervus elaphus",0,0.26012869399428,442.75,0.314038418051335,1,0,0.257030505243089,426,0.2979831343405,1
"Gazella bennettii",0,0.314585319351764,1320,0.314585319351764,0,0,0.322807435653003,1354.5,0.322807435653003,0
"Paraechinus hypomelas",0,0.314585319351764,1320,0.314585319351764,0,0,0.314108674928503,1318,0.314108674928503,0
"Macroglossus minimus",1,0.00786463298379409,138.9,0.314698270697931,1,0,0.0109628217349857,301.3,0.58402355026249,1
"Sciurus niger",0,0.890967588179218,823.7,0.314844467371611,1,0,0.878693994280267,810,0.308610950871181,1
"Cynomops planirostris",0,0.189108674928503,311.3,0.314953032043056,1,0,0.197569113441373,309.1,0.307663372841879,1
"Praomys rostratus",0,0.315061963775024,1322,0.315061963775024,0,0,0.309103908484271,1297,0.309103908484271,0
"Dyacopterus spadiceus",1,0.0387273593898951,254.125,0.315072439051694,1,1,0.0426596758817922,259.625,0.323619677039156,1
"Aethomys kaiseri",0,0.315538608198284,1324,0.315538608198284,0,0,0.295281220209724,1239,0.295281220209724,0
"Naemorhedus goral",0,0.315538608198284,1324,0.315538608198284,0,0,0.316968541468065,1330,0.316968541468065,0
"Rattus everetti",0,0.315538608198284,1324,0.315538608198284,0,0,0.28789323164919,1208,0.28789323164919,0
"Ia io",1,0.0104861773117255,230.25,0.315910495180503,1,1,0.0103670162059104,259.5,0.363081723387791,1
"Scotophilus dinganii",1,0.0177550047664442,146.7,0.315979922135816,1,1,0.0238322211630124,169,0.343355914634349,1
"Pipistrellus coromandra",1,0.00512392755004766,138.3,0.316475684714515,1,0,0.00452812202097235,310,0.602595765249265,1
"Aethomys chrysophilus",0,0.316491897044805,1328,0.316491897044805,0,0,0.304814108674929,1279,0.304814108674929,0
"Maxomys inflatus",0,0.316491897044805,1328,0.316491897044805,0,0,0.300405147759771,1260.5,0.300405147759771,0
"Neotragus batesi",0,0.316491897044805,1328,0.316491897044805,0,0,0.373927550047664,1569,0.373927550047664,0
"Neotragus pygmaeus",0,0.316491897044805,1328,0.316491897044805,0,0,0.431839847473785,1812,0.431839847473785,0
"Niviventer andersoni",0,0.316491897044805,1328,0.316491897044805,0,0,0.278836987607245,1170,0.278836987607245,0
"Raphicerus campestris",0,0.317206863679695,1331,0.317206863679695,0,0,0.330791229742612,1388,0.330791229742612,0
"Rhinolophus rex",1,0.090443279313632,198.3,0.317605489133166,1,1,0.0641086749285033,193.6,0.338453458908574,1
"Apodemus latronum",0,0.317683508102955,1333,0.317683508102955,0,0,0.291348903717827,1222.5,0.291348903717827,0
"Mus haussa",0,0.317683508102955,1333,0.317683508102955,0,0,0.299571020019066,1257,0.299571020019066,0
"Sorex alpinus",0,0.317683508102955,1333,0.317683508102955,0,0,0.320305052430887,1344,0.320305052430887,0
"Colomys goslingi",0,0.318160152526215,1335,0.318160152526215,0,0,0.30862726406101,1295,0.30862726406101,0
"Cynomops abrasus",0,0.182078169685415,308.8,0.318217260664768,1,0,0.182316491897045,291.5,0.297852285152731,1
"Vespertilio sinensis",1,0.055767397521449,174.7,0.318234867561506,1,1,0.0474261201143947,170.7,0.322581736678146,1
"Sciurus carolinensis",0,0.886320305052431,827.2,0.318294107867152,1,0,0.88465204957102,817.4,0.306939924852257,1
"Crocidura littoralis",0,0.318636796949476,1337,0.318636796949476,0,0,0.36606291706387,1536,0.36606291706387,0
"Malacomys longipes",0,0.318636796949476,1337,0.318636796949476,0,0,0.311129647283127,1305.5,0.311129647283127,0
"Prionailurus rubiginosus",0,0.318636796949476,1337,0.318636796949476,0,0,0.331625357483317,1391.5,0.331625357483317,0
"Crocidura viaria",0,0.319113441372736,1339,0.319113441372736,0,0,0.369041944709247,1548.5,0.369041944709247,0
"Scotophilus leucogaster",1,0.0318160152526215,158.9,0.319341574782502,1,1,0.0437321258341277,190.9,0.354659839230544,1
"Euroscaptor longirostris",0,0.319590085795996,1341,0.319590085795996,0,0,0.301477597712107,1265,0.301477597712107,0
"Pipistrellus kuhlii",1,0.0204957102001907,153,0.31972730382855,1,1,0.0154909437559581,151.3,0.324783652084698,1
"Dephomys defua",0,0.319947569113441,1342.5,0.319947569113441,0,0,0.328408007626311,1378,0.328408007626311,0
"Rhinolophus pearsonii",1,0.00428979980934223,227.875,0.319953887878876,1,1,0.00309818875119161,231.875,0.333095502439604,1
"Vulpes rueppellii",0,0.320305052430887,1344,0.320305052430887,0,0,0.310414680648236,1302.5,0.310414680648236,0
"Myotis emarginatus",1,0.0266920877025739,156.2,0.320514591470295,1,1,0.0203765490943756,172.3,0.351397174586819,1
"Hylopetes phayrei",0,0.320543374642517,1345,0.320543374642517,0,0,0.340085795996187,1427,0.340085795996187,0
"Rhinolophus macrotis",1,0.00285986653956149,227.125,0.320626624341651,1,1,0.00142993326978074,229.875,0.332326325893195,1
"Megaloglossus woermanni",1,0.0378932316491897,164.2,0.320831743336541,1,1,0.0443279313632031,186.8,0.348300127096922,1
"Myotis horsfieldii",1,0.00357483317445186,140.6,0.32111092078445,1,0,0.00524308865586273,316.2,0.610626082519905,1
"Chiropodomys major",0,0.321139180171592,1347.5,0.321139180171592,0,0,0.303503336510963,1273.5,0.303503336510963,0
"Crocidura roosevelti",0,0.321139180171592,1347.5,0.321139180171592,0,0,0.38417540514776,1612,0.38417540514776,0
"Melogale orientalis",0,0.321139180171592,1347.5,0.321139180171592,0,0,0.377740705433746,1585,0.377740705433746,0
"Apodemus pallipes",0,0.322092469018113,1351.5,0.322092469018113,0,0,0.288727359389895,1211.5,0.288727359389895,0
"Belomys pearsonii",0,0.322092469018113,1351.5,0.322092469018113,0,0,0.331625357483317,1391.5,0.331625357483317,0
"Crocidura dolichura",0,0.322449952335558,1353,0.322449952335558,0,0,0.406220209723546,1704.5,0.406220209723546,0
"Capreolus capreolus",0,0.264061010486177,451.375,0.322560514993218,1,0,0.252979027645377,428.125,0.307422554323121,1
"Tetracerus quadricornis",0,0.322807435653003,1354.5,0.322807435653003,0,0,0.357721639656816,1501,0.357721639656816,0
"Neoromicia capensis",1,0.0225214489990467,155.3,0.323251892301018,1,1,0.0355100095328885,185.6,0.355268937097056,1
"Episoriculus caudatus",0,0.323284080076263,1356.5,0.323284080076263,0,0,0.320900857959962,1346.5,0.320900857959962,0
"Niviventer eha",0,0.323284080076263,1356.5,0.323284080076263,0,0,0.306363203050524,1285.5,0.306363203050524,0
"Arvicanthis neumanni",0,0.323760724499523,1358.5,0.323760724499523,0,0,0.300405147759771,1260.5,0.300405147759771,0
"Pteropus hypomelanus",0,0.0521925643469971,222.8,0.323765335937096,1,0,0.0593422306959009,220.1,0.318046165306869,1
"Felis margarita",0,0.324118207816969,1360,0.324118207816969,0,0,0.351882745471878,1476.5,0.351882745471878,0
"Pipistrellus deserti",1,0.0794804575786463,296.125,0.324230493818662,1,0,0.0674451858913251,283,0.0674451858913251,0
"Crocidura negligens",0,0.324475691134414,1361.5,0.324475691134414,0,0,0.414680648236416,1740,0.414680648236416,0
"Crocidura rapax",0,0.324475691134414,1361.5,0.324475691134414,0,0,0.320900857959962,1346.5,0.320900857959962,0
"Malacomys edwardsi",0,0.324952335557674,1363.5,0.324952335557674,0,0,0.323879885605338,1359,0.323879885605338,0
"Erinaceus concolor",0,0.325428979980934,1365.5,0.325428979980934,0,0,0.311129647283127,1305.5,0.311129647283127,0
"Hybomys trivirgatus",0,0.325428979980934,1365.5,0.325428979980934,0,0,0.319351763584366,1340,0.319351763584366,0
"Apodemus epimelas",0,0.32602478551001,1368,0.32602478551001,0,0,0.292302192564347,1226.5,0.292302192564347,0
"Apodemus mystacinus",0,0.32602478551001,1368,0.32602478551001,0,0,0.29730695900858,1247.5,0.29730695900858,0
"Microtus clarkei",0,0.32602478551001,1368,0.32602478551001,0,0,0.300405147759771,1260.5,0.300405147759771,0
"Acomys wilsoni",0,0.327097235462345,1372.5,0.327097235462345,0,0,0.304814108674929,1279,0.304814108674929,0
"Crossarchus obscurus",0,0.327097235462345,1372.5,0.327097235462345,0,0,0.434461391801716,1823,0.434461391801716,0
"Rattus leucopus",0,0.327097235462345,1372.5,0.327097235462345,0,0,0.309699714013346,1299.5,0.309699714013346,0
"Catopuma badia",0,0.327812202097235,1375.5,0.327812202097235,0,0,0.357721639656816,1501,0.357721639656816,0
"Rattus colletti",0,0.327812202097235,1375.5,0.327812202097235,0,0,0.295281220209724,1239,0.295281220209724,0
"Mydaus javanensis",0,0.328169685414681,1377,0.328169685414681,0,0,0.360581506196378,1513,0.360581506196378,0
"Hypsugo savii",1,0.0349142040038132,167.7,0.328477696049224,1,1,0.0264537654909438,179.6,0.355711209415428,1
"Microtus levis",0,0.328527168732126,1378.5,0.328527168732126,0,0,0.304814108674929,1279,0.304814108674929,0
"Rattus marmosurus",0,0.328527168732126,1378.5,0.328527168732126,0,0,0.307078169685415,1288.5,0.307078169685415,0
"Microtus arvalis",0,0.300047664442326,406.3,0.329096153948792,1,0,0.273236415633937,361.8,0.29623480427982,1
"Muntiacus crinifrons",0,0.329242135367016,1381.5,0.329242135367016,0,0,0.310414680648236,1302.5,0.310414680648236,0
"Crocidura nigrofusca",0,0.329242135367016,1381.5,0.329242135367016,0,0,0.372020972354623,1561,0.372020972354623,0
"Madoqua guentheri",0,0.329242135367016,1381.5,0.329242135367016,0,0,0.352359389895138,1478.5,0.352359389895138,0
"Millardia meltada",0,0.329242135367016,1381.5,0.329242135367016,0,0,0.311129647283127,1305.5,0.311129647283127,0
"Rhinolophus blasii",1,0.0277645376549094,255.25,0.32960004486774,1,1,0.0133460438512869,243.625,0.337065916918853,1
"Bullimus bagobus",0,0.329957102001907,1384.5,0.329957102001907,0,0,0.303503336510963,1273.5,0.303503336510963,0
"Crocidura denti",0,0.329957102001907,1384.5,0.329957102001907,0,0,0.385486177311725,1617.5,0.385486177311725,0
"Arvicanthis abyssinicus",0,0.330433746425167,1386.5,0.330433746425167,0,0,0.306363203050524,1285.5,0.306363203050524,0
"Hybomys planifrons",0,0.330433746425167,1386.5,0.330433746425167,0,0,0.339370829361296,1424,0.339370829361296,0
"Eudorcas rufifrons",0,0.331029551954242,1389,0.331029551954242,0,0,0.373927550047664,1569,0.373927550047664,0
"Suncus lixus",0,0.331029551954242,1389,0.331029551954242,0,0,0.360581506196378,1513,0.360581506196378,0
"Litocranius walleri",0,0.331625357483317,1391.5,0.331625357483317,0,0,0.348307912297426,1461.5,0.348307912297426,0
"Acerodon celebensis",1,0.0848427073403241,339.833333333333,0.331915139722987,1,0,0.0810295519542421,340,0.0810295519542421,0
