"Sp","Betacov","R.Alb","Rank","PropRank","InSample"
"Echinosorex gymnura",0,0.282292659675882,1184.5,0.282292659675882,0
"Hippopotamus amphibius",0,0.282650142993327,1186,0.282650142993327,0
"Genetta servalina",0,0.283603431839847,1190,0.283603431839847,0
"Nycticebus bengalensis",0,0.283603431839847,1190,0.283603431839847,0
"Rattus annandalei",0,0.284080076263108,1192,0.284080076263108,0
"Chiropodomys pusillus",0,0.284318398474738,1193,0.284318398474738,0
"Mustela erminea",0,0.284556720686368,1194,0.284556720686368,0
"Apodemus witherbyi",0,0.284795042897998,1195,0.284795042897998,0
"Leopoldamys ciliatus",0,0.285152526215443,1196.5,0.285152526215443,0
"Cannomys badius",0,0.285510009532888,1198,0.285510009532888,0
"Crocidura suaveolens",0,0.285986653956149,1200,0.285986653956149,0
"Kobus kob",0,0.286463298379409,1202,0.286463298379409,0
"Leopoldamys neilli",0,0.286463298379409,1202,0.286463298379409,0
"Microtus fortis",0,0.287059103908484,1204.5,0.287059103908484,0
"Chodsigoa parca",0,0.28765490943756,1207,0.28765490943756,0
"Hylomyscus alleni",0,0.28765490943756,1207,0.28765490943756,0
"Mus macedonicus",0,0.28765490943756,1207,0.28765490943756,0
"Dremomys rufigenis",0,0.28813155386082,1209,0.28813155386082,0
"Macaca assamensis",0,0.28836987607245,1210,0.28836987607245,0
"Pelomys fallax",0,0.28860819828408,1211,0.28860819828408,0
"Lenothrix canus",0,0.289918970448046,1216.5,0.289918970448046,0
"Muntiacus atherodes",0,0.289918970448046,1216.5,0.289918970448046,0
"Bdeogale nigripes",0,0.290633937082936,1219.5,0.290633937082936,0
"Muntiacus feae",0,0.290633937082936,1219.5,0.290633937082936,0
"Lemniscomys zebra",0,0.291229742612011,1222,0.291229742612011,0
"Nesokia indica",0,0.291229742612011,1222,0.291229742612011,0
"Uropsilus gracilis",0,0.291229742612011,1222,0.291229742612011,0
"Aethomys hindei",0,0.291825548141087,1224.5,0.291825548141087,0
"Lemniscomys macculus",0,0.291825548141087,1224.5,0.291825548141087,0
"Crocidura shantungensis",0,0.292183031458532,1226,0.292183031458532,0
"Mus terricolor",0,0.292778836987607,1228.5,0.292778836987607,0
"Stochomys longicaudatus",0,0.292778836987607,1228.5,0.292778836987607,0
"Genetta victoriae",0,0.293255481410867,1230.5,0.293255481410867,0
"Suncus megalura",0,0.293255481410867,1230.5,0.293255481410867,0
"Hemiechinus auritus",0,0.293732125834128,1232.5,0.293732125834128,0
"Poiana richardsonii",0,0.294327931363203,1235,0.294327931363203,0
"Dologale dybowskii",0,0.294566253574833,1236,0.294566253574833,0
"Blarinella griselda",0,0.294923736892278,1237.5,0.294923736892278,0
"Talpa europaea",0,0.294923736892278,1237.5,0.294923736892278,0
"Crossarchus alexandri",0,0.295519542421354,1240,0.295519542421354,0
"Neomys fodiens",0,0.295519542421354,1240,0.295519542421354,0
"Pithecheir parvus",0,0.296115347950429,1242.5,0.296115347950429,0
"Vulpes bengalensis",0,0.296115347950429,1242.5,0.296115347950429,0
"Menetes berdmorei",0,0.296591992373689,1244.5,0.296591992373689,0
"Genetta pardina",0,0.29706863679695,1246.5,0.29706863679695,0
"Golunda ellioti",0,0.29706863679695,1246.5,0.29706863679695,0
"Herpestes naso",0,0.297426120114395,1248,0.297426120114395,0
"Hylopetes alboniger",0,0.29778360343184,1249.5,0.29778360343184,0
"Hybomys univittatus",0,0.29778360343184,1249.5,0.29778360343184,0
"Capricornis sumatraensis",0,0.29873689227836,1253.5,0.29873689227836,0
"Lepus peguensis",0,0.29873689227836,1253.5,0.29873689227836,0
"Tamiops maritimus",0,0.29873689227836,1253.5,0.29873689227836,0
"Vernaya fulva",0,0.29873689227836,1253.5,0.29873689227836,0
"Niviventer niviventer",0,0.299451858913251,1256.5,0.299451858913251,0
"Vulpes pallida",0,0.299451858913251,1256.5,0.299451858913251,0
"Crocidura fuscomurina",0,0.300047664442326,1259,0.300047664442326,0
"Microtus subterraneus",0,0.300047664442326,1259,0.300047664442326,0
"Grammomys dolichurus",0,0.300643469971401,1261.5,0.300643469971401,0
"Hylomyscus aeta",0,0.300643469971401,1261.5,0.300643469971401,0
"Arvicanthis rufinus",0,0.301358436606292,1264.5,0.301358436606292,0
"Crocidura poensis",0,0.301358436606292,1264.5,0.301358436606292,0
"Mus saxicola",0,0.301358436606292,1264.5,0.301358436606292,0
"Vulpes cana",0,0.301358436606292,1264.5,0.301358436606292,0
"Crocidura leucodon",0,0.302192564346997,1268,0.302192564346997,0
"Hyemoschus aquaticus",0,0.302192564346997,1268,0.302192564346997,0
"Hylopetes spadiceus",0,0.302192564346997,1268,0.302192564346997,0
"Crocidura russula",0,0.302907530981887,1271,0.302907530981887,0
"Macaca leonina",0,0.303265014299333,1272.5,0.303265014299333,0
"Praomys daltoni",0,0.303265014299333,1272.5,0.303265014299333,0
"Berylmys manipulus",0,0.303622497616778,1274,0.303622497616778,0
"Neotetracus sinensis",0,0.304218303145853,1276.5,0.304218303145853,0
"Philantomba maxwellii",0,0.304218303145853,1276.5,0.304218303145853,0
"Praomys tullbergi",0,0.304814108674929,1279,0.304814108674929,0
"Mus triton",0,0.305409914204004,1281.5,0.305409914204004,0
"Crocidura monticola",0,0.305886558627264,1283.5,0.305886558627264,0
"Myomyscus brockmani",0,0.305886558627264,1283.5,0.305886558627264,0
"Niviventer fraternus",0,0.306363203050524,1285.5,0.306363203050524,0
"Parascaptor leucura",0,0.306363203050524,1285.5,0.306363203050524,0
"Eothenomys miletus",0,0.306839847473785,1287.5,0.306839847473785,0
"Mus mahomet",0,0.306839847473785,1287.5,0.306839847473785,0
"Mus tenellus",0,0.307316491897045,1289.5,0.307316491897045,0
"Sorex minutus",0,0.307316491897045,1289.5,0.307316491897045,0
"Cephalophus niger",0,0.30791229742612,1292,0.30791229742612,0
"Crocidura parvipes",0,0.30838894184938,1294,0.30838894184938,0
"Mungos gambianus",0,0.30838894184938,1294,0.30838894184938,0
"Trachypithecus phayrei",0,0.30838894184938,1294,0.30838894184938,0
"Tapirus indicus",0,0.308865586272641,1296,0.308865586272641,0
"Rucervus eldii",0,0.309342230695901,1298,0.309342230695901,0
"Tscherskia triton",0,0.309342230695901,1298,0.309342230695901,0
"Acomys cineraceus",0,0.310057197330791,1301,0.310057197330791,0
"Apodemus ponticus",0,0.310057197330791,1301,0.310057197330791,0
"Mylomys dybowskii",0,0.310057197330791,1301,0.310057197330791,0
"Crocidura malayana",0,0.310653002859867,1303.5,0.310653002859867,0
"Hystrix cristata",0,0.310653002859867,1303.5,0.310653002859867,0
"Episoriculus macrurus",0,0.311010486177312,1305,0.311010486177312,0
"Thallomys paedulcus",0,0.311248808388942,1306,0.311248808388942,0
"Dasymys rufulus",0,0.311844613918017,1308.5,0.311844613918017,0
"Melursus ursinus",0,0.311844613918017,1308.5,0.311844613918017,0
"Neomys anomalus",0,0.311844613918017,1308.5,0.311844613918017,0
"Niviventer rapit",0,0.311844613918017,1308.5,0.311844613918017,0
"Chiropodomys muroides",0,0.312678741658723,1312,0.312678741658723,0
"Crocidura turba",0,0.312678741658723,1312,0.312678741658723,0
"Sundamys infraluteus",0,0.312678741658723,1312,0.312678741658723,0
"Dremomys pernyi",0,0.313155386081983,1314,0.313155386081983,0
"Crocidura hildegardeae",0,0.313512869399428,1315.5,0.313512869399428,0
"Maxomys baeodon",0,0.313989513822688,1317.5,0.313989513822688,0
"Gazella bennettii",0,0.314585319351764,1320,0.314585319351764,0
"Paraechinus hypomelas",0,0.314585319351764,1320,0.314585319351764,0
"Praomys rostratus",0,0.315061963775024,1322,0.315061963775024,0
"Aethomys kaiseri",0,0.315538608198284,1324,0.315538608198284,0
"Naemorhedus goral",0,0.315538608198284,1324,0.315538608198284,0
"Rattus everetti",0,0.315538608198284,1324,0.315538608198284,0
"Aethomys chrysophilus",0,0.316491897044805,1328,0.316491897044805,0
"Maxomys inflatus",0,0.316491897044805,1328,0.316491897044805,0
"Neotragus batesi",0,0.316491897044805,1328,0.316491897044805,0
"Neotragus pygmaeus",0,0.316491897044805,1328,0.316491897044805,0
"Niviventer andersoni",0,0.316491897044805,1328,0.316491897044805,0
"Raphicerus campestris",0,0.317206863679695,1331,0.317206863679695,0
"Apodemus latronum",0,0.317683508102955,1333,0.317683508102955,0
"Mus haussa",0,0.317683508102955,1333,0.317683508102955,0
"Sorex alpinus",0,0.317683508102955,1333,0.317683508102955,0
"Colomys goslingi",0,0.318160152526215,1335,0.318160152526215,0
"Crocidura littoralis",0,0.318636796949476,1337,0.318636796949476,0
"Malacomys longipes",0,0.318636796949476,1337,0.318636796949476,0
"Prionailurus rubiginosus",0,0.318636796949476,1337,0.318636796949476,0
"Crocidura viaria",0,0.319113441372736,1339,0.319113441372736,0
"Euroscaptor longirostris",0,0.319590085795996,1341,0.319590085795996,0
"Dephomys defua",0,0.319947569113441,1342.5,0.319947569113441,0
"Vulpes rueppellii",0,0.320305052430887,1344,0.320305052430887,0
"Hylopetes phayrei",0,0.320543374642517,1345,0.320543374642517,0
"Chiropodomys major",0,0.321139180171592,1347.5,0.321139180171592,0
"Crocidura roosevelti",0,0.321139180171592,1347.5,0.321139180171592,0
"Melogale orientalis",0,0.321139180171592,1347.5,0.321139180171592,0
"Apodemus pallipes",0,0.322092469018113,1351.5,0.322092469018113,0
"Belomys pearsonii",0,0.322092469018113,1351.5,0.322092469018113,0
"Crocidura dolichura",0,0.322449952335558,1353,0.322449952335558,0
"Tetracerus quadricornis",0,0.322807435653003,1354.5,0.322807435653003,0
"Episoriculus caudatus",0,0.323284080076263,1356.5,0.323284080076263,0
"Niviventer eha",0,0.323284080076263,1356.5,0.323284080076263,0
"Arvicanthis neumanni",0,0.323760724499523,1358.5,0.323760724499523,0
"Felis margarita",0,0.324118207816969,1360,0.324118207816969,0
"Crocidura negligens",0,0.324475691134414,1361.5,0.324475691134414,0
"Crocidura rapax",0,0.324475691134414,1361.5,0.324475691134414,0
"Malacomys edwardsi",0,0.324952335557674,1363.5,0.324952335557674,0
"Erinaceus concolor",0,0.325428979980934,1365.5,0.325428979980934,0
"Hybomys trivirgatus",0,0.325428979980934,1365.5,0.325428979980934,0
"Apodemus epimelas",0,0.32602478551001,1368,0.32602478551001,0
"Apodemus mystacinus",0,0.32602478551001,1368,0.32602478551001,0
"Microtus clarkei",0,0.32602478551001,1368,0.32602478551001,0
"Acomys wilsoni",0,0.327097235462345,1372.5,0.327097235462345,0
"Crossarchus obscurus",0,0.327097235462345,1372.5,0.327097235462345,0
"Rattus leucopus",0,0.327097235462345,1372.5,0.327097235462345,0
"Catopuma badia",0,0.327812202097235,1375.5,0.327812202097235,0
"Rattus colletti",0,0.327812202097235,1375.5,0.327812202097235,0
"Mydaus javanensis",0,0.328169685414681,1377,0.328169685414681,0
"Microtus levis",0,0.328527168732126,1378.5,0.328527168732126,0
"Rattus marmosurus",0,0.328527168732126,1378.5,0.328527168732126,0
"Muntiacus crinifrons",0,0.329242135367016,1381.5,0.329242135367016,0
"Crocidura nigrofusca",0,0.329242135367016,1381.5,0.329242135367016,0
"Madoqua guentheri",0,0.329242135367016,1381.5,0.329242135367016,0
"Millardia meltada",0,0.329242135367016,1381.5,0.329242135367016,0
"Bullimus bagobus",0,0.329957102001907,1384.5,0.329957102001907,0
"Crocidura denti",0,0.329957102001907,1384.5,0.329957102001907,0
"Arvicanthis abyssinicus",0,0.330433746425167,1386.5,0.330433746425167,0
"Hybomys planifrons",0,0.330433746425167,1386.5,0.330433746425167,0
"Eudorcas rufifrons",0,0.331029551954242,1389,0.331029551954242,0
"Suncus lixus",0,0.331029551954242,1389,0.331029551954242,0
"Litocranius walleri",0,0.331625357483317,1391.5,0.331625357483317,0
"Arvicanthis ansorgei",0,0.332221163012393,1394,0.332221163012393,0
"Genetta angolensis",0,0.332221163012393,1394,0.332221163012393,0
"Mustela lutreolina",0,0.332221163012393,1394,0.332221163012393,0
"Niviventer excelsior",0,0.333174451858913,1398,0.333174451858913,0
"Rattus hoffmanni",0,0.333174451858913,1398,0.333174451858913,0
"Suncus malayanus",0,0.333174451858913,1398,0.333174451858913,0
"Aethomys nyikae",0,0.334008579599619,1401.5,0.334008579599619,0
"Rattus villosissimus",0,0.334008579599619,1401.5,0.334008579599619,0
"Sundasciurus tenuis",0,0.334008579599619,1401.5,0.334008579599619,0
"Crocidura fulvastra",0,0.334604385128694,1404,0.334604385128694,0
"Mus phillipsi",0,0.334961868446139,1405.5,0.334961868446139,0
"Rattus praetor",0,0.335319351763584,1407,0.335319351763584,0
"Lophuromys nudicaudus",0,0.33591515729266,1409.5,0.33591515729266,0
"Mastomys kollmannspergeri",0,0.33591515729266,1409.5,0.33591515729266,0
"Maxomys ochraceiventer",0,0.336510962821735,1412,0.336510962821735,0
"Otomys typus",0,0.336510962821735,1412,0.336510962821735,0
"Vulpes ferrilata",0,0.336510962821735,1412,0.336510962821735,0
"Berylmys mackenziei",0,0.33710676835081,1414.5,0.33710676835081,0
"Acomys spinosissimus",0,0.337702573879886,1417,0.337702573879886,0
"Mus mattheyi",0,0.337702573879886,1417,0.337702573879886,0
"Okapia johnstoni",0,0.338298379408961,1419.5,0.338298379408961,0
"Sorex caecutiens",0,0.338298379408961,1419.5,0.338298379408961,0
"Rhabdomys pumilio",0,0.338655862726406,1421,0.338655862726406,0
"Crossarchus platycephalus",0,0.339013346043851,1422.5,0.339013346043851,0
"Stenocephalemys albipes",0,0.339013346043851,1422.5,0.339013346043851,0
"Madoqua kirkii",0,0.339609151572927,1425,0.339609151572927,0
"Paracynictis selousi",0,0.339609151572927,1425,0.339609151572927,0
"Rhynchogale melleri",0,0.339609151572927,1425,0.339609151572927,0
"Callosciurus caniceps",0,0.340085795996187,1427,0.340085795996187,0
"Apodemus alpicola",0,0.340681601525262,1429.5,0.340681601525262,0
"Callosciurus finlaysonii",0,0.340681601525262,1429.5,0.340681601525262,0
"Praomys misonnei",0,0.340681601525262,1429.5,0.340681601525262,0
"Scutisorex somereni",0,0.340681601525262,1429.5,0.340681601525262,0
"Lemniscomys rosalia",0,0.341396568160153,1432.5,0.341396568160153,0
"Genetta johnstoni",0,0.342111534795043,1435.5,0.342111534795043,0
"Heimyscus fumosus",0,0.342111534795043,1435.5,0.342111534795043,0
"Otomys angoniensis",0,0.342111534795043,1435.5,0.342111534795043,0
"Paraechinus aethiopicus",0,0.342111534795043,1435.5,0.342111534795043,0
"Grammomys macmillani",0,0.342707340324118,1438,0.342707340324118,0
"Pelomys campanae",0,0.343064823641563,1439.5,0.343064823641563,0
"Lariscus insignis",0,0.343422306959009,1441,0.343422306959009,0
"Bunomys chrysocomus",0,0.343660629170639,1442,0.343660629170639,0
"Diplogale hosei",0,0.344494756911344,1445.5,0.344494756911344,0
"Grammomys cometes",0,0.344494756911344,1445.5,0.344494756911344,0
"Herpestes smithii",0,0.344494756911344,1445.5,0.344494756911344,0
"Lepus microtis",0,0.344494756911344,1445.5,0.344494756911344,0
"Mastomys coucha",0,0.344494756911344,1445.5,0.344494756911344,0
"Prionailurus viverrinus",0,0.344494756911344,1445.5,0.344494756911344,0
"Desmomys harringtoni",0,0.34556720686368,1450,0.34556720686368,0
"Praomys derooi",0,0.34556720686368,1450,0.34556720686368,0
"Cephalophus ogilbyi",0,0.34604385128694,1452,0.34604385128694,0
"Mus baoulei",0,0.3465204957102,1454,0.3465204957102,0
"Acomys russatus",0,0.347592945662536,1458.5,0.347592945662536,0
"Atelerix algirus",0,0.347592945662536,1458.5,0.347592945662536,0
"Episoriculus leucops",0,0.347592945662536,1458.5,0.347592945662536,0
"Hylomyscus carillus",0,0.347592945662536,1458.5,0.347592945662536,0
"Maxomys musschenbroekii",0,0.347592945662536,1458.5,0.347592945662536,0
"Lemniscomys linulus",0,0.348665395614871,1463,0.348665395614871,0
"Rattus mordax",0,0.348665395614871,1463,0.348665395614871,0
"Ratufa affinis",0,0.348665395614871,1463,0.348665395614871,0
"Capricornis rubidus",0,0.349261201143947,1465.5,0.349261201143947,0
"Sorex minutissimus",0,0.349261201143947,1465.5,0.349261201143947,0
"Cricetulus migratorius",0,0.349857006673022,1468,0.349857006673022,0
"Grammomys ibeanus",0,0.349857006673022,1468,0.349857006673022,0
"Mus indutus",0,0.349857006673022,1468,0.349857006673022,0
"Acomys cahirinus",0,0.350333651096282,1470,0.350333651096282,0
"Bdeogale crassicauda",0,0.351048617731173,1473,0.351048617731173,0
"Rhinosciurus laticaudatus",0,0.351048617731173,1473,0.351048617731173,0
"Tamiops swinhoei",0,0.351048617731173,1473,0.351048617731173,0
"Lemniscomys bellieri",0,0.352001906577693,1477,0.352001906577693,0
"Mesechinus dauuricus",0,0.352001906577693,1477,0.352001906577693,0
"Paruromys dominator",0,0.352001906577693,1477,0.352001906577693,0
"Rattus tunneyi",0,0.352001906577693,1477,0.352001906577693,0
"Haeromys pusillus",0,0.353551000953289,1483.5,0.353551000953289,0
"Dacnomys millardi",0,0.354146806482364,1486,0.354146806482364,0
"Crocidura foetida",0,0.3552192564347,1490.5,0.3552192564347,0
"Lemniscomys barbarus",0,0.3552192564347,1490.5,0.3552192564347,0
"Muntiacus gongshanensis",0,0.3552192564347,1490.5,0.3552192564347,0
"Acomys dimidiatus",0,0.3552192564347,1490.5,0.3552192564347,0
"Cricetulus barabensis",0,0.3552192564347,1490.5,0.3552192564347,0
"Crocidura voi",0,0.356291706387035,1495,0.356291706387035,0
"Gulo gulo",0,0.356291706387035,1495,0.356291706387035,0
"Mammelomys lanosus",0,0.357125834127741,1498.5,0.357125834127741,0
"Sorex isodon",0,0.357125834127741,1498.5,0.357125834127741,0
"Sundasciurus lowii",0,0.357125834127741,1498.5,0.357125834127741,0
"Uromys caudimaculatus",0,0.357125834127741,1498.5,0.357125834127741,0
"Sorex coronatus",0,0.357721639656816,1501,0.357721639656816,0
"Lenomys meyeri",0,0.357959961868446,1502,0.357959961868446,0
"Crocidura attila",0,0.358555767397521,1504.5,0.358555767397521,0
"Genetta abyssinica",0,0.358555767397521,1504.5,0.358555767397521,0
"Maxomys hellwaldii",0,0.358555767397521,1504.5,0.358555767397521,0
"Mus platythrix",0,0.359151572926597,1507,0.359151572926597,0
"Bunomys andrewsi",0,0.359747378455672,1509.5,0.359747378455672,0
"Petaurista alborufus",0,0.359747378455672,1509.5,0.359747378455672,0
"Rattus mindorensis",0,0.359747378455672,1509.5,0.359747378455672,0
"Speothos venaticus",0,0.359747378455672,1509.5,0.359747378455672,0
"Chionomys nivalis",0,0.360700667302193,1513.5,0.360700667302193,0
"Melomys lutillus",0,0.360700667302193,1513.5,0.360700667302193,0
"Presbytis femoralis",0,0.360700667302193,1513.5,0.360700667302193,0
"Vulpes chama",0,0.360700667302193,1513.5,0.360700667302193,0
"Rattus steini",0,0.361296472831268,1516,0.361296472831268,0
"Crocidura jacksoni",0,0.361534795042898,1517,0.361534795042898,0
"Nectogale elegans",0,0.361773117254528,1518,0.361773117254528,0
"Aethomys bocagei",0,0.362368922783603,1520.5,0.362368922783603,0
"Martes zibellina",0,0.362368922783603,1520.5,0.362368922783603,0
"Mesechinus hughi",0,0.362368922783603,1520.5,0.362368922783603,0
"Pseudohydromys ellermani",0,0.362368922783603,1520.5,0.362368922783603,0
"Crocidura lasiura",0,0.363203050524309,1524,0.363203050524309,0
"Genetta piscivora",0,0.363203050524309,1524,0.363203050524309,0
"Melomys leucogaster",0,0.363203050524309,1524,0.363203050524309,0
"Grammomys buntingi",0,0.364156339370829,1528,0.364156339370829,0
"Malacomys cansdalei",0,0.364156339370829,1528,0.364156339370829,0
"Rattus pelurus",0,0.364156339370829,1528,0.364156339370829,0
"Rattus sordidus",0,0.364156339370829,1528,0.364156339370829,0
"Tamiops rodolphii",0,0.36487130600572,1531,0.36487130600572,0
"Arvicanthis nairobae",0,0.36558627264061,1534,0.36558627264061,0
"Callosciurus prevostii",0,0.36558627264061,1534,0.36558627264061,0
"Crocidura lepidura",0,0.36558627264061,1534,0.36558627264061,0
"Lepus sinensis",0,0.36558627264061,1534,0.36558627264061,0
"Microtus socialis",0,0.36558627264061,1534,0.36558627264061,0
"Crocidura foxi",0,0.366420400381316,1537.5,0.366420400381316,0
"Crocidura paradoxura",0,0.366420400381316,1537.5,0.366420400381316,0
"Sundasciurus hippurus",0,0.366777883698761,1539,0.366777883698761,0
"Echiothrix centrosa",0,0.367373689227836,1541.5,0.367373689227836,0
"Maxomys moi",0,0.367373689227836,1541.5,0.367373689227836,0
"Petinomys setosus",0,0.367373689227836,1541.5,0.367373689227836,0
"Rattus jobiensis",0,0.367373689227836,1541.5,0.367373689227836,0
"Lemniscomys griselda",0,0.368207816968541,1545,0.368207816968541,0
"Rattus hainaldi",0,0.368207816968541,1545,0.368207816968541,0
"Mus oubanguii",0,0.368922783603432,1548,0.368922783603432,0
"Rattus morotaiensis",0,0.368922783603432,1548,0.368922783603432,0
"Rattus osgoodi",0,0.368922783603432,1548,0.368922783603432,0
"Ovis ammon",0,0.369637750238322,1551,0.369637750238322,0
"Acomys johannis",0,0.370233555767398,1553.5,0.370233555767398,0
"Chimarrogale styani",0,0.370233555767398,1553.5,0.370233555767398,0
"Callosciurus notatus",0,0.370948522402288,1556.5,0.370948522402288,0
"Crocidura crossei",0,0.370948522402288,1556.5,0.370948522402288,0
"Rattus baluensis",0,0.370948522402288,1556.5,0.370948522402288,0
"Zyzomys argurus",0,0.370948522402288,1556.5,0.370948522402288,0
"Ellobius talpinus",0,0.371663489037178,1559.5,0.371663489037178,0
"Sylvisorex johnstoni",0,0.371663489037178,1559.5,0.371663489037178,0
"Lepus tolai",0,0.372497616777884,1563,0.372497616777884,0
"Pteronura brasiliensis",0,0.372497616777884,1563,0.372497616777884,0
"Spalax leucodon",0,0.372497616777884,1563,0.372497616777884,0
"Trachypithecus germaini",0,0.372497616777884,1563,0.372497616777884,0
"Acomys kempi",0,0.372497616777884,1563,0.372497616777884,0
"Crossomys moncktoni",0,0.373450905624404,1567,0.373450905624404,0
"Haeromys minahassae",0,0.373450905624404,1567,0.373450905624404,0
"Talpa levantis",0,0.373450905624404,1567,0.373450905624404,0
"Acomys percivali",0,0.374404194470925,1571,0.374404194470925,0
"Dendromus melanotis",0,0.374404194470925,1571,0.374404194470925,0
"Muscardinus avellanarius",0,0.374404194470925,1571,0.374404194470925,0
"Praomys verschureni",0,0.374404194470925,1571,0.374404194470925,0
"Rattus lutreolus",0,0.374404194470925,1571,0.374404194470925,0
"Lorentzimys nouhuysi",0,0.37523832221163,1574.5,0.37523832221163,0
"Macaca thibetana",0,0.37523832221163,1574.5,0.37523832221163,0
"Callosciurus inornatus",0,0.375953288846521,1577.5,0.375953288846521,0
"Crocidura nanilla",0,0.375953288846521,1577.5,0.375953288846521,0
"Rattus palmarum",0,0.375953288846521,1577.5,0.375953288846521,0
"Crocidura lamottei",0,0.377025738798856,1582,0.377025738798856,0
"Crocidura luna",0,0.377025738798856,1582,0.377025738798856,0
"Margaretamys beccarii",0,0.377025738798856,1582,0.377025738798856,0
"Tupaia minor",0,0.377025738798856,1582,0.377025738798856,0
"Rattus xanthurus",0,0.377740705433746,1585,0.377740705433746,0
"Atelocynus microtis",0,0.378217349857007,1587,0.378217349857007,0
"Crocidura tanakae",0,0.378217349857007,1587,0.378217349857007,0
"Dendromus mystacalis",0,0.379289799809342,1591.5,0.379289799809342,0
"Genetta poensis",0,0.379289799809342,1591.5,0.379289799809342,0
"Leggadina lakedownensis",0,0.379289799809342,1591.5,0.379289799809342,0
"Otomys denti",0,0.379289799809342,1591.5,0.379289799809342,0
"Praomys lukolelae",0,0.379289799809342,1591.5,0.379289799809342,0
"Rattus feliceus",0,0.379289799809342,1591.5,0.379289799809342,0
"Bullimus luzonicus",0,0.380838894184938,1598,0.380838894184938,0
"Eothenomys olitor",0,0.380838894184938,1598,0.380838894184938,0
"Meriones meridianus",0,0.380838894184938,1598,0.380838894184938,0
"Rattus blangorum",0,0.380838894184938,1598,0.380838894184938,0
"Cremnomys cutchicus",0,0.381911344137274,1602.5,0.381911344137274,0
"Hylomyscus parvus",0,0.381911344137274,1602.5,0.381911344137274,0
"Gerbillus nanus",0,0.382387988560534,1604.5,0.382387988560534,0
"Panthera onca",0,0.382387988560534,1604.5,0.382387988560534,0
"Iomys horsfieldii",0,0.382864632983794,1606.5,0.382864632983794,0
"Sicista strandi",0,0.382864632983794,1606.5,0.382864632983794,0
"Nannosciurus melanotis",0,0.383460438512869,1609,0.383460438512869,0
"Paramelomys lorentzii",0,0.383460438512869,1609,0.383460438512869,0
"Rattus koopmani",0,0.383460438512869,1609,0.383460438512869,0
"Crocidura hirta",0,0.384532888465205,1613.5,0.384532888465205,0
"Hylomyscus stella",0,0.384532888465205,1613.5,0.384532888465205,0
"Moschus leucogaster",0,0.384532888465205,1613.5,0.384532888465205,0
"Mus orangiae",0,0.384532888465205,1613.5,0.384532888465205,0
"Taeromys celebensis",0,0.384532888465205,1613.5,0.384532888465205,0
"Blarinella wardi",0,0.386081982840801,1620,0.386081982840801,0
"Galictis vittata",0,0.386081982840801,1620,0.386081982840801,0
"Lagurus lagurus",0,0.386081982840801,1620,0.386081982840801,0
"Oenomys ornatus",0,0.386081982840801,1620,0.386081982840801,0
"Rattus elaphinus",0,0.386081982840801,1620,0.386081982840801,0
"Sorex satunini",0,0.386081982840801,1620,0.386081982840801,0
"Taeromys callitrichus",0,0.386081982840801,1620,0.386081982840801,0
"Madoqua saltiana",0,0.387511916110582,1626,0.387511916110582,0
"Sorex volnuchini",0,0.387511916110582,1626,0.387511916110582,0
"Microtus duodecimcostatus",0,0.388584366062917,1630.5,0.388584366062917,0
"Rattus novaeguineae",0,0.388584366062917,1630.5,0.388584366062917,0
"Bunomys penitus",0,0.389418493803622,1634,0.389418493803622,0
"Sciurotamias davidianus",0,0.390014299332698,1636.5,0.390014299332698,0
"Suncus varilla",0,0.390014299332698,1636.5,0.390014299332698,0
"Paramelomys platyops",0,0.390610104861773,1639,0.390610104861773,0
"Pseudomys desertor",0,0.390610104861773,1639,0.390610104861773,0
"Herpestes vitticollis",0,0.391563393708294,1643,0.391563393708294,0
"Microhydromys richardsoni",0,0.391563393708294,1643,0.391563393708294,0
"Anomalurus derbianus",0,0.391563393708294,1643,0.391563393708294,0
"Rattus salocco",0,0.391563393708294,1643,0.391563393708294,0
"Suncus stoliczkanus",0,0.391563393708294,1643,0.391563393708294,0
"Lontra longicaudis",0,0.392516682554814,1647,0.392516682554814,0
"Rattus fuscipes",0,0.392516682554814,1647,0.392516682554814,0
"Steatomys pratensis",0,0.392516682554814,1647,0.392516682554814,0
"Crocidura maxi",0,0.393708293612965,1652,0.393708293612965,0
"Ellobius tancrei",0,0.393708293612965,1652,0.393708293612965,0
"Lophuromys chrysopus",0,0.393708293612965,1652,0.393708293612965,0
"Mus callewaerti",0,0.393708293612965,1652,0.393708293612965,0
"Mus neavei",0,0.393708293612965,1652,0.393708293612965,0
"Parotomys brantsii",0,0.393708293612965,1652,0.393708293612965,0
"Stenocephalemys griseicauda",0,0.393708293612965,1652,0.393708293612965,0
"Apodemus semotus",0,0.395138226882745,1658,0.395138226882745,0
"Atherurus africanus",0,0.395138226882745,1658,0.395138226882745,0
"Melomys rufescens",0,0.395138226882745,1658,0.395138226882745,0
"Rattus giluwensis",0,0.395138226882745,1658,0.395138226882745,0
"Taterillus emini",0,0.395138226882745,1658,0.395138226882745,0
"Pogonomys macrourus",0,0.395853193517636,1661,0.395853193517636,0
"Apomys insignis",0,0.396329837940896,1663,0.396329837940896,0
"Chrotomys mindorensis",0,0.396329837940896,1663,0.396329837940896,0
"Paramelomys naso",0,0.396329837940896,1663,0.396329837940896,0
"Callosciurus nigrovittatus",0,0.397044804575786,1666,0.397044804575786,0
"Macruromys major",0,0.397044804575786,1666,0.397044804575786,0
